user_id,rec
2194,"[  979707  8090537   854852   885290  1081177  1132771  1040807   866211
  1062128   845307   986912   866755  1137775  1014948   819978   872137
  1055504  1126899  5585510  8090536  1087102   908318  1070845   892531
  1127831   999104   835098  1102067   999858   993638   883003  5568729
   844179  1018740   883932   965766  7139529  1112238  1138443  5569230
   852856   910473  1131488  5569374   823704   960732  1048507  1115175
   921504   953561  5592888   906923   935317  1029743  1101010   933835
   930118   940947   916122  1023720   865456  1070497 12301073   936355
 10149640  1029894  1072968  7168026   878996  8090532  1062002   919423
  9553397   957951  5569471   902172  1041796   823775   998444   880150
   841220   824758   971922   832678   825994  9835509  6442594   912704
   891961 12301109  1051211  1043751   998119   909714   885863  1002771
  1022097   934399  8090521   957736]"
2195,"[ 1055504   995965  1138443  1126899   951412  1000237   940947  1101706
  1062002   901062  1105488  1104343  1005274   909268   916122   880427
  1127831  1070845   919534   866211   948086   993638   985999   878996
   995478  1133254  1029743  1070820   996070   848319  1092303   930118
   903800  1127179   865174  6548453  1044078   986912  9242918  6034857
   906923   859427  7024990   996028   866755  1087102   909714   866871
   935317   897954   845307   857503   892314   916993   829852 12731436
   827656   913210  5582712  1135476  6463742   901666   938300  1040807
  6602729  1098248   885863  1009187   971922   860299  1080853  1008547
   999104  1123022  1079987  1028995  1135258   961979  1062128  1076056
  1018740  6602697   953561  1006184   960732  9296919   999250   921504
  1134810  5569374   970747  1119405 13189726  1057102   906838   844179
  1115175   865705  1014948  5578547]"
2196,"[ 1029743  1082185   880150  5569374   986912  1055504  1062002   901062
   854852  5569230   999104  1004906  1051211   878996   948650  1098248
  5570383  5591170  1022097   823990  1089954 12810391  1024306  1043751
   835278   871611   848029   948670   902094   831628  1046545  1023720
  5592888   935317  1070820  1101010   899624  1056509  6548453   963835
   933637   916122   979707  1068719   862799  1127179   892314   825343
  1070497   874972  1134810  1038663   909268   866871  1040807  1132771
   926905  1113111   893018   828106   952163   885863   857503   960732
  5569845  1102067   912704   835098  5569471   852856   993638  1018740
  1105488   832678   882604   999714  1006184   824758   859191   916993
  1041796  1100972  1025535   904997   883932  6533936   863447   896613
   957063  8090539   917033   845307  1135258   835300  1128016   819978
   897954  1016800   896085   921504]"
2197,"[  865456  5569230   879504  1044078  1040807   916122  8090440  8090521
  7168026   919423   839243  1021324  5569471   930666  1018740   823990
   985999  1112238   861279   995896   957951  9553288  1029743  1070820
  1106523   872137   844179  1004906   899624   983584   951412   986912
  1101010   937292  5568378  1042942   933835   999779  1138443  1087102
  1076056  1056509   940947   925862  1127831   825343   921504  1062128
  1022097  1043751   827656  1046545   993638   897954   965766   917816
   933067   838186   896613  8177622  9296919 12810393   865528  6463775
   883003   859191  1072968   883932  1005274  1115576  5569327 12302069
   848029  1137775  1072523   998119   953561  1123842   938300   999250
   896862   995965   999714  1125278   904997  5568729  8090509  8090532
  8090537   866211  1042907   972665   957736   819978  1135258   961979
   999270  5569845   913210   834117]"
2198,"[  965766   913210   901062  1022254   944534   957736   892573   999270
  1137775   986912   844179  1013928   849202  1081177   834117   921504
  1051211   910473   948670  1106523  1075368  1044078  1040807   933835
   916122   995965   944139   896862  1135834   885290  1105488  1087102
   993638   897954   910673   880150  1124695  1006184  1127831   878996
  5568729  8065410  9677236  1070272  1012587  1042907   865528   885863
  1135258   996028 12302069   999858  1123842  6464086  1131488   961979
  1043751   933067   995896  1055503  1023720   935317  1102416  1101010
   937292   957951   904129  5568378  1029894  1048507  1132771 12349795
  7139529   846823   863447  1125278  1128240  1102067  9836106   866878
   896613   819978   838186  1070702   883003 12810393   845307   989069
 12301405   930666  1018740  9245106 12301109   835098  1021116   919423
  1103105   972665   985999 12301100]"
2199,"[ 1126899  1101010  1123022  1070820  1004906   916993   944836   901062
   957736  1029743   933835   916122   919534   944534  1103105 12810422
   908318  6602729   913210   885290   940947   897954  8090532   909268
   848029  8090521  1138443  1087102 12810393  1070845   910032   866211
  9835509  1006184  1062002  1055425  1127831  9296919   883003   906838
  1119761   871061   948670 13189726  1002850   861279   878996   985999
   996028 12811532   960732  1137346  9833277   902094   935317  1020581
   944137  6514160   952972  1002771  1133254   909714   880427  1102067
   839419  1070272   971922  1132771  1055504  1029894  8020001  6442594
   834117   845307   874972  1112238  8090536   865705  8090509   866755
  1028995 12648296   839656 12301073  1051211   885863  1115175   891961
  1018740  1042438  8090537  9677236 12301405 12349795   880150  1043751
   854405   857503  1105488   859191]"
2200,"[ 1082185   899624  9296919 12301405   841220   916122   897954   865456
 12301839  1029743   854852  1062002   999858   844179  1004906  8291322
  9245106   863447   857503   948650   823704  1106523   901062  1044078
  5569230   866211  8090521   971922  8065410  1081177  1127831  8090509
   880150   896613   850102 12301109   854405   883003   852856   944137
   865528 12262830  6534480  5568489  1071342   999270   985999  1113111
  5569845  7139529   930666 12262778 12811532   828106  8090537 12301073
  1050851 12810393  1137346  1076056   968072  1043751   965267  1020581
  1023720   952163  1055503  1075368  1132771   909714  1042907   937292
   930118  1123842  1130858  8020001   910032   835098   944534  1018740
 12301100   946839  1000753   995896   999714   861279   874972   871611
   825343  1028995   908318  9835509   906838   885863  5585510  6534077
   825749  6534035 12302069   839656]"
2202,"[  951412   916122  1081177  1097001   944137   835098  1075214  1098844
   965267   848319   899624  1102416  1110218  1092588  1028891   854754
  1037840  1126899  1075368   930118  1026118   854852  1106523   874972
   934399  5591083   971922  1034176   949294  1067695  1123842   897954
   834826   985999   896613  1018007   887102   996028   857503   976199
  8291322   904997   989069  1072968  1070272  5585510  5568729  6602729
  6602697  1079987  1135258   860248  5591170  6391381   859191   999198
  1020581  1108094  1055503   871611   880427  9553397   916990   944836
  6034857   825994  1062128   848029  1130375  1089954  6442594  5568447
  1127831   944486   901062  1027168   998119   907099  5569845   865705
  1056509   885863 10149640  6464086  1080853  9707240  9677236   825365
  1102067   892531   931255  1046756   991223   857006   995478   970747
  1072523   878996   825749   963971]"
2203,"[  951412   844179  1029743  1126899  1070820   913210   854852 12731436
   916122  5569230  5569471   834117  1137775  1065538  1101706  7139529
   957951   838186 12301073   998119   849202   865528  1034176 12301839
   999858  1027168  1076056   874972  5568489  1062128   897954  1112238
  1110218  9707240   954966  1029894  1075368   848319  1127831  1038985
  5981072  1004906   995965  1104343   856252  1042907   872137  1122358
  1040807   976199   933835  5592888  1046756  1072968   981086   966684
 12262778   972665  1108094  9245106  1125278   906844   852856   891961
  1087102  1021324   968072   829852  6534077 12262830   946995  5585510
   823721  5568729   970747   880150  1070702  5569845  1128016   896862
  1022097   819978  1042438   944139   860248   993638   906838 12301405
   910473  1055503   892314  8090440   919423  9835509  1115175  1044759
   892531   835098   957736   985999]"
2204,"[ 1044078   871756   835530   854852  1131344  1106523  1029743  1068719
   899624  1004906   916122  1059902   844179 12301100 13189726   897954
  1025611  1127831   866211  8090521   999858   880150   854405   895166
   825343  1093413 12946027   910673  8090537   850102 12384775  5591170
   985999   972143   981086   828106   874972  1131438   935317   952163
  8203834  1022254   933835   872137   904129  1012587   999779   995628
   952972  8090509  1070702   883003  1133254 12301073  1099089 12263692
  1100972   896613  1068292  1025535   871061   878996  1038663  6602697
   846823  9835509  6463742  1000753 12810393   839419   823704  1013928
   859154 12301109  1050851  1067695  1128240  1137346 12302069 12262778
  1137775  1070845   944137   848029  1103105   890695  1042544  1046545
   832678   925862   998206   836445   996028  1022428  1051323   865456
   863447   948650  1127758   944534]"
2205,"[ 1029743  1082185   937292   847573  1099089   893018   878996   948650
  1050851   896613   993638   909268   980823   908318   823704   930118
   986912   965267  1070820  1121393   872137   887474   996070  1023720
  1126899  8090440  5569374  8293447  1048507   989069   930666  1068292
   865456   825749  1043751  6464086   968072  1083446  1020581  1043494
  1072799   961979  1127758  1042907   850102  1070702   896862   944137
   839419  1016800   836445   866211  6442594 12262778  1027168   880150
   854405   871061   901062   960732  1044759  1025611  5591170  5582712
  6463742   857503  1041796   999250   999858  1012587  1105917   944534
   904129  5591083  1025535  8090537 12810464   948670   857006  1051323
   999270   951412   844179  1075214  1006878  9835903  1123842   863447
  1000753   866871   995896   874972   940947   841220  8065410   976199
   835098   871611   839656   946839]"
2206,"[ 1029743   964521   999104  1137775   908318  1012587   902172  1122358
   986912   887474  1106523  1082185  1044078  1037840   933835   854852
  1110218   930118  1126899  1075368  7441210   885290   823775  1068292
  1041796  1070702   982790  1020581   940947  6552253   934399   910032
   823721   921504   866211  9553397   965766   904129   836445   854405
   960732   832678 12302069  6514160  1127758  1025611  1099089  1115576
   835300   845307  5569374   860248  1133254   998444  9553288  1013167
  5569471   823704  5582712   839419   993638   957951  1131344   844179
  1112238   925862  1013928  1059902  9527159   878285  1040807  1044759
  1006878  5585510  1083787  1105301   895295  1062128   999270  1009187
  5568447   849202   827656   874972  5591083   909714   935317   890695
   946839   878715  1046587   883932  5569230   944836   882247   839656
   857006  1100972   997796   934639]"
2207,"[  916122   910673  6602697   986912   972143  1043494  1106523  1029743
  1022254   965766  1068719   933835   885290  5585510  1081177  1006184
  1070702   871756   940947   907631  8090537   957736   999104   892531
   878996  1013928   846823  1004906  1127758  1044078 12301405   953561
   832678 12384775   956486  1083787  5569845  1042438   934639  1072523
  1059902   993638  8090440  9527159  1068292   836445 12262778  1119761
   874972   961979  1127179   947858 12262978   930118   952163   965267
  1135222  8203834  1012587   957951  5568378  1122358   844179   999779
   908318  1131344  1000753  1025611  1038663  8090521   896613   871611
  5569230  1128016  1025535   999714  1133254   957063   823721  1100972
  1072968  1093413  1085983   856827   819308   835300   902172  1051323
  1127831  1105488  1112238   838186   857006   863447  1071342  1025581
   866755   882604   866211  5568197]"
2208,"[ 1106523   940947 12810393  1128016  5569230  1081177 12301109   899624
   832678  1051211   883932  9245106  1006184  8065410   880150  5568378
   865456   854405  1027168  1087102   916122   976199   933835  1101010
   854852  1044078  1004906   937292   990797   866211  1040807   844179
  8090537  1042438   835098   910032   896613   972665   989069 12301839
  9677236   907631   848029   999270   999858   838186  9835509   824180
   850102  1127831   897954  1137775   908318   863447   944534   857503
  1042907  1076056  5569845   865528   921504  1115175   823990   985999
 12301405 12301073   948650  1018740  7441210 12262778   999714   828106
   998119   891961   845307   874972  8020001   935317   872137  1020581
   861279   896862  1055503   835530   892531  8090521   995896  1051323
  9296919 12810422  1070272  1135834  9836106  1130375   823704  5591170
   823721  6463742   819978  1043751]"
2209,"[ 1082185  1029743   901062   965267   866211   885290  1004906   946839
   893018   839419  1127831  1022097   834117   835098  1044078  1081177
  1070820  1026118   896862  5569327  9296919   965766  1024306   983584
  8090532   878996   849202   909268   910032   880150   913210   861279
   948650 12262778  1119761   902172  5569471   839656   906844  1062002
   998444   887474   854405   908318   966684  1042942   930118  6442594
   952163  1072799   996070  6548453   906923   907631  8020001   854852
   995896  1050851   857503   957951  1070272  1023720   852856  1127179
  6034857   909714  1042438  5569230   901666  1048507  1083446   944836
  1012587  1122358   880427 10149640  1008547  5585510   904129  1058404
   944137   933637  1038985   896613  1016800  9677236   871061  1027168
   938300   863447  1034176   823704  5591170   999714  1123022 12301405
   917033   871611   883003  1043751]"
2211,"[ 1126899   872137  6533936  1070820  1106523  1022254   944836  1127831
   866211  1019643  1105488   878996  1005274   957951  1131488   976199
  1112238   838186  5578547  1042438   852856   953561  1024306   845307
   901666   930118   941361   965267   854852  1044078  1023720   903800
  1121393  1098844  1092303  1075368  1122358   986912   951412   954966
   933835   944486  8020001  1104343  1029894  6548453   996070   983584
  1038985   868548   866871   964521  1057102  1002771  6391381   860299
   833724  1138443   827656  1135476  7024990   912704  1022097   913210
   916993  1008547  1137775   914318  1130858  5981072   871611  1098248
  6534030  1087102  1082212  5592888  1048507  1053754  1062128  1014948
  1070845  1076056  1071342   968072 12302069   825994   824180   999104
   948670   866755   883003   957736  1127716   834117  8177622  1119405
  1115175  8090536  1027168  5569374]"
2212,"[ 1029743  1106523  1126899  1022254   872137  1068719  1104343  1004906
   835278   848319  1127758  1048257  1006184  1056509   885290 12946027
   865456  1132771   866211   901062   916122  1005274   963835   871756
  1051211   832678   883003  9835509  1136719  1127831  1025611  8090521
  1041796  5569230   857503  1087102  8090537  6602697   944534  1121393
  1062128  1006878   839656   852856  1042438  1101706   946839 10149640
   925862  1050851  1034176  1065538  1100972   825343  5570383  8090509
   878996   836445  1016800  1130375   910673  1082212   930118   982469
  9707240   847573   866755   887102   839419   825994   956486  6463775
  7139529  1105301   834826   882247   874972   998119  1075214   957736
  1022097   912704  1131488  6534077  7168026   972143   892314  6534035
  1089954   960732  8090513   828106 12810391   946995  8090541  5568489
  5569845  1023720   824758  9553288]"
2213,"[ 1082185  1098248  1024306   882247   866871  1000237  1106523  1126899
  1070820   979707  1029743  6034857   854852  5563693   866211   995965
   933835  1026118   901062  1004906  5569230  1055504  1104343   951412
   883003  5569471   965842   859427   998444  1072799  1062002  1023720
  1020581  1108094   880427   995478   901666  1005274   866755   845307
  1018740  1127831  1062128   857503   834117  1105488   999270  1043751
  1028995  8090513   985999   839656 10344585   909268  1119405   938300
   854754  6548453  1051516   930118   980823   916122  9242918   841220
   903800   865705   897954  1055425   885863   971922   878715   995896
  8293447   893018  8177622   999104   960732  1057102  1080853  1087102
   823704  5578547   944836   916993   991223  1132771 12810393   825365
  7024990  1138443   892314  5568249   944137  5569374  1137775  1101706
   921504   878996   909714   908318]"
2214,"[ 1029743   919534  8090532  1082212  1104343  1070820   862799  1092303
   996070  1044078  8020001  1126899   848319   983584   916122   872137
  1048257 12301405   865456  5567702  8090539  1105917   901776  1123022
  1115576  1042438  9835903  1000237   916990   852856   999250  5568378
  1124432   901062  6442594   824180  9296919  1043494   896862   909714
   839656   830503   838186  1076056  6034857  1125278  1062002   866355
   829001   850102   906838  6533936  8065410   878996   940947  1075214
  1135258   961979  1101706   882247  1042907   866871  1038985   995478
  1130375 12263692  8090536  1005274   878285  6534035  8090513   857503
  8090521  8090537  5569471 10344585   823704   995896   885290  6533362
  5568249 12349795   844179   914318  6534077   933067   965766  8177622
   866211  1105301   999858  6533608  8090541  6534030  8090509  6463775
   925862   930666  1070272   871756]"
2215,"[  880150  1051516  1004906   948650  1128240   857006   825749  1106523
   863447   901062  1068719   965842   866211  5585510  1026118  5569230
 12946027  6034857   890695   854852   951412 12810393   878996  1105488
  1127831  1081177  1042544   838186   991223   831628  1024306   934399
   944137   930118  1023720   941361   906923  1029894   965267  1127179
  1098844   933637  8273833   980823   899624   854754  1122358  1121393
   848029   839419  5568489   833724   999104  1070702  8090537  1051468
   919423  1025535   944836   917816   902094  1131344   895166  1113111
   828106   948670  6534480   846823   907099   825343   995478  1020581
  1135476   835278  9553288  1055504  8293447  1012587   904129  5569374
   901666   957736   860299  1072523  6534077   916993   854405  9553397
   909714  5569845  1050851  1127758   847573 12811532  1119761   952163
   835098   944534  1098248   866871]"
2217,"[ 1022254  1019643   995478   844179   819308   835098  1029743  1126899
  1098248  1070820   916122  1044078  1004906  8090521  1104343   854852
  8090537   965842  9835509   880150   916993  1000237   834117   863447
  1056509  1051468  1128240   934639  6391381   833724  5568729 10149640
   999858  1042907   985999   823704  1135258   835300  1125278   871061
  1068292   999250  1119405  1080853   866871   878285   828106   887102
  1020581   866878   996070  1023720  8203834  1029894   952163  5563693
   865174   925862  6034857   951412  1068719   901062   944836   940947
   854754   839419  1055503   991223  1062002  8090532  6602729   961979
   854405  1101706 12301109   823721 12810393   871611   825343   896613
 12301073   957736 12731436 12302069   825749   908318  9707240   998119
  6602697  1062128  5585510   957063  1076056   880427  1102067  1055425
  8090509   896085   859427  8090440]"
2221,"[ 1070820  1126899  1050851  1127831   951412   913210  1044078   999858
  1057102  5569230   844179   854852   946995  1000753 12301100 12301405
   871061 12262830  8273833  5569374  9935616  1023720  7024990  1135476
   940947   839419  1099089  1104343  1046756  1105917   980823   995965
  1048507   965267   854754  6034857   976199   916122   930118  8293447
   880150  5585510  1055504 12811532   893018  1072799  1070702 10344585
  1016800  1055503   831628 12263692   909268   948650   863447  1027168
  1101706   866211  1020581   995478 12810393   854405  5569845   834117
   944534  5568249  6533608   926905  1043751   944137   966684   878996
  5585701   823704   852856  5570383   847573  5568489 12301073   917033
  5582712   901776   825365  5578547   860248   839656   946839  1009187
   892314  5981072   938300  1000237  9245106 12262778   968072 12301109
   859427   908318   874972  5569471]"
2222,"[ 5569230   861279  1029743  1068719  1075368  1101010   990797  1056509
  1004906   937292  1041796  1087102  1138443   909714   866211  5569471
  1081177   865456  1127831  1105488   957736  1042438  1046545 12810391
   972665   904129   910032  1024306  1131438   832678 12810393  6442594
   834117   857503   957951   960732   916993  1065538  1070272   878285
  1012587  1034176   839419  6534035   878996   949965   882247   865528
  1074754   917033  1021324  6463742   893018  1105301  6464086   966684
  1106523   941361  1044078   862799  1123842  1122358  6034857   906923
  1048507  1102416  5591170   825365   998444  1108094  1044188   878715
 10149640  1006878  1005274  1062002  1016800   823704   949294   935317
   885290   883932  6463775  1132771  1022097   995896   926905   913210
   896862   933067   952163  7139529   952972   999270  8065410   854405
   948670   849202  1051211  5569845]"
2223,"[ 910673 1029743 1068719 5568378 1138443 1087102  885290 5569327 1074754
  957063  999198  947858 1046587 1018740 5568197 1131344 5587656  890695
  871756 5568729  904997 5569845  972143 1135222  836445  825994  999779
  866755 6602697  832678 1126899 7441210  986912  933835 1122358 1044078
 1101010 1022254 1115175  993638  982469  865456 1035676  859154  883003
  953561 1132771 1042438  885863  907631  956486 1072968 1053754 1062128
 9527159 1042544  935317 5569230  990797 1093413  845307 1018007  835300
 1071342 1043751  819308 1083787  846823 1025611 1051211 1127758  998119
 1068292 1133254  856827  892531 1038663 1040807 1044188 1025581  989069
  829001 1013167  823990 5590613 1056509 1059902 1069003  825365 7168026
  863447 1025535  895166 1137775  921504  857503 1112238 1051323  882604
 1070497]"
2224,"[ 1070820  1038985  1131488   912704   957063  7139529  1044078   923670
  1029743  1121393   916122   940947  1006184  5568378  1122358   965766
   995965   844179   944836  1070702   890695 12731436  5569327   999104
  1128016   838186 12262978 12301109   823775  1005274  1074333   892314
   897954   823721 10149640  1014948  9296919   934399  1071342  1131344
   985999   859191   999858  1009187  1076056   874972  1070272   948086
   861279   902172  1022097  6442594  1110218  9553288  1075368   856252
   930118  9553397   906838  8065410   968072   907099  1112238 12302069
  1000753   910032   849202   883932   909268   907631   833724  1051211
   895295 12349795  1062128  1019643  5585510 12262830 12262778  1069003
 12301073 12301839 13506200   896085  1079987  1082212   938300   866211
  1055503  1043787  1115576   891961   882604  5568447  1124432   885290
 10344585  1044759 12301100 12301405]"
2225,"[  872137   829852  1004906  1070820   866871  1126899   916122   854405
  5569471  1051468 12301109  1127831   901062   951412   835098  5568729
   908318   878996  1046756   863447  8293447   830503  1050851   823721
   910473   874972  9242918  8177622   944137   846417  5567702   997796
  5568249  9553288  1135476   848319  8203834  1092588  1026118   854852
   844179  6034857   930118   996070   976199  8273833  1098844   854754
   951197   980823   906923   839656  6463742  1135258  9677236  5569845
  1051323   897954  1098248  9835509   865705   901666  9553397   998119
  1027168   995965  1101706   871061   887102  6514160   995478  8090440
   961979  1105488   999858 12262778  1119405   880427 10344585   965842
   866878  1123022  1080853  1072968   857503   866211   985999   859427
   999198  5569374  8090532 12301073   896613  1055504  1000237  1081177
  1115175  5585510   940947   892531]"
2226,"[ 1106523   986912  1070820  1126899   951412  1056509   866211   901062
  6034857   995965  1138443  1004906  1104343   835098   946839   828106
   839656   916993  1006878  5591170  1048507  9553288  1038985  1123842
  1042438   896085   839419  1023720  1044759   854405   878996  1112238
   880150 10149640 12810393  1121393   993638  1062128  1102067   960732
  1068719  1122358   865174   916122   983584  1029743   887474   990797
   952163  1089954  6463742  1029894  6463775  1075214  1051323   912704
   834117  1132771   937292   878715   909268   871061  1018007  1074333
   896862   896613  8090440  5587656  1012587   933067  1108094  1128016
   866755   833724  1127758   985999   953561  1041796   865456   961979
   948650   865528  1005274  8293447  1099089  9553397   995478  1087102
   835278  1137775   857503  5590613  1002771   825343  1070272  1050851
  1105488   825994  6442594   893018]"
2228,"[ 1029743  1106523  1067695   899624   910032  1037840   986912  1004906
   866211  1018007   857503   854852  6034857  1137775  5569230   844179
  1038663  5591083   835300  5569471   880150  5568729  8090532   825343
   832678   989069   963971  1044078   850102  5585510 12301109   971922
   825365  1026118 12301405 12301073  1081177   944534  1027168  8090521
   871756  1132771  8090537  5585701   902172  1131438  1087102 13189726
   993638   896862   839243  1043751   896613  8090509   835530  5569845
   823704   865456  1056509  1022428   947858   866355  1101010   933835
 12810393   835098   863447  5568378   883003  1108094   878715  8090536
   908318  1002771   999779  1034176  1065538  1051323  1042544   848029
  9836106   999858 12301839  6534077  1123842   930666   981086  8090545
   944137   882247  1112238   999714   825749  5591170  1068292   823721
  1018740   885863   935317  6442594]"
2229,"[  965772   916122  1127716  1022254  1104343 10149640  1070820   839419
  1034176   880427   951412   857503   995478   946995  7139529  1119405
 13506200  6034857  1004906  1019643  1069003  1136719   985999  1121393
  1062128   957063  1128016  6533362  1126899   854754  1023720   999779
   952163   854852   980823   933835   848319   930118  8203834   901776
  1050851  6391381   828106  1044759   957951  1074333  1070845   893018
   964521   914318   998119   946839   957736  1048257   859154  1125278
  6534030  6602729  5591170   839656  1070272   991223  1018007   906838
  1038663  1024306   895295   999250   871061  7024990   882604   865528
  8090440   878285   910473   887102   823721  5568249  1137775  1046756
   965842 12731436   916993  1000237  1055425 10344585  1132771   944836
  5592888  1051323  1089954  1076056   981086   852856   833724  1101706
  1022097   849202  1080853  6463742]"
2231,"[  944836  1024306  1127831  1080853  1082185  1082212   916122  1070820
  1126899   901062   979707  1026118  1055504  1122358   854852   872137
   909714  1048257  5585510  1081177   880427  1105488  1055425  1038985
   951412 12731436   835098   925862  1062002  1125278  5569471   985999
  8090440  1131488  1119405  1105301   897954   960732   970747   944137
  1115576  1062128   878996   866871  1112238  1076056   961979  1127179
   857006   995478   865174  8203834  9553397  8020001   996070  1029743
  1022254   954966  1121393   983584  1098844  6442594  9553288   930118
  7024990   933637  1023720   901666  6034857  1008547  1070272   833724
  1075214   999104  1136719  1098248  1092303   964521  6391381   976199
  1121384  1046756   882247  1104343   891961 12301073   874972  1051468
  9677236   993638  6602729  1135476  6602697  9835509  1005274  8090532
   866211   857503   823721   999250]"
2233,"[ 1026118  1022254  1119405   909714  1055425  1081177   951412   854852
  1098844  1046756  1125278  1126899  1135476   940947   834117   916122
   965842   951197  5568729   866211   972665   839656  1136719  6034857
   878996   957063   848319   919423  8090440   908318  1127831  6463742
  1062128   854405   944836  6548453   897954   961979  5578547  7139529
  1057102   887102   860248   874972  1075214   866871   946995   933835
   957736 12262778   871061  1080853   930118   860299  7024990   965267
   906923  1070820   980823   957951   854754   999779  1023720  1004906
  1127179  1092588   872137  8203834  1101706   966684   863447  1070702
   903800  1014948   892531 12810464  1105488   896613  1128016  1051323
   880427   865528   823721   891961   976199  5585510  1115175  1018007
   823704 10149640  1000237  1055504 12262830  5591170   901062   991223
   944137   985999   995478   913210]"
2234,"[ 1042907  1123842  1104343  1098844   880150   979707   854754  1022254
   901776   938300   854852  8065410   844179  1105488  9835903  6391381
  1051468  1004906  1009187   828106   878996   831628   834826   916122
   986912  1044078   995965  6034857  1068719  1005274   999104   940947
  1136719 12301109  1046756  1062128   863447   937292  5568729   968072
 12262978   825343  1081177   925862  1024306   848029   901062 12810464
   930666   865528   948650   946995  6464086 12262830  1075214   823721
  5569845 12810393   859427  1101706  1000753  1048507  1080853  1127179
   995896 12263692  1023720   952163  9553397   833724  1119405   999270
   896862   965842   976199  1051211   995478   951412  8203834   874972
   866871  9836106  1112238   887102  1071342  1125278   933067   961979
  1000237  9245106   871611  1055503  8090440 12262778   835098   999858
   991223  5569230   999250  1070702]"
2235,"[  937292 12810464  1068719   999104   976199  1044078  1004906   854852
   951412   883003   866211  1138443   995965   916122  5569230   844179
   872137   880150  1070702   925862   878996   835098   849202   836445
   871611  1081177   999270   901776  1127831  5569845  1042907   902172
   930666   823721   972143   825994   874972  1072968   998119  1023720
   965267  1135476  1020581   952163  1106523   979707  1126899  1022254
  1098844  9553288  7139529   930118   999198  9553397   957951  8090440
  9835903   998444   878285  5585510  1071342  1127758  7168026  6034857
   908318  1009187  1115175   965766 12810393   823704   896862  1130858
 10149640  1024306  1042438  1000753  1055503  8065410   892531   933067
   956486   865456   865528   825749   841220   934639   968072   948650
  9836106   825343 12262778   827656  9245106  1135258   985999   863447
  5568729 12301109   896613   999858]"
2237,"[  844179   872137   965766   823990   916122   849202   913210   891961
  1004906  6533936   976199  1126899  1044078   909714  1055504   854852
   835098  5569230   968072  1006184  1127831   866211  9835509   998119
  5569374  1000753 12301839  1027168   901062   912704 12811532   908318
   896613  1042438   831628   999858  1062002 12810393  1105488  5569471
 12301073   878996   906844  1022097   985999   859191   998444   866878
  1135476  6548453   965267   944137   830503  1072968   883932  1098248
   970747   860299  8020001  1055425   834117 10149640   957951   892531
   909268  1000237   951197  1029894   859427  1101706  7139529   944836
  1041796   899624  6034857   865456  1020581  1115175   880150   852856
   897954 12301109  9245106   874972  1055503  1070702  5585701   823704
  5569845   938300   944534   863447 12262778  1135258   948670   857503
   861279   948650   902172 12301100]"
2238,"[ 1022254   834117  1029743  1094308  1127758   862799  1056509   916122
   986912  1101010   844179  1087102  8090537  1062002  1044078   896085
  1025611  1024306   993638 12810393 12262978   896862  1093413   878996
   863447   880150  1070702   933067 13189726  1130375  1131344  1043751
   841220   835300   921504   846823   957736   999250  1018740   885863
  1068292   848029   989069  1000753 12810422  1051211 12384775  1124432
  1055503  1025535   845307   866755  1122358  1029894   933835   885290
   819978   871611  1112238  8065410   901062 12301405  1137775  1128240
   947858   883003   999270  1105488  1040807   896613   935317  1132771
   913210   999858   835098   832678  1013928   940947 12301100   961979
   836445   930666  6602697   971922  1138443  1135258  1028995   934639
   828106   972143 12349795   895166   948670   953561  9245106   823704
   910673   874972   819308  1020581]"
2239,"[ 8065410   983584  1029743   896085  1059902  6034857  1004906  1044078
   854852  8090521   871756  8090537   866211  5590613   880150   896613
 12302069  8291322   999858  1012587  1081177   965766   999270   839419
   844179   937292  1042438   998444   823704  1042942  1022428   935317
  1025535  1126899  1106523   872137   899624  1122358   904129   999779
   963971  1037840   925862   896862 12301100   902172  8090532  1127831
   933067  5585510  1094308   850102   871061  9836106   854405   865456
   957951  5587656   825343   832678   947858   944534  1041796  1038663
  8090509   999714   990797   878285   893018  1099089  1013928  1042544
 12301109  1137346  1043751   998206   982790  1046545   995896   871611
  1138443   891961  1067695   949294   878996  1128240  5569230   908318
  9835509  1119761   910673   906838   825365  6463775   829291  8090536
  6442594   861279   930666   917816]"
2240,"[ 1106523  1029743   949294  5585510  1044188   866211  1113111   825365
 12301839   899624   983584  1131438  6034857  5568378  1138443  5569230
   910032 12301109  5569845  1068719   844179  1004906  5569327  1044078
   916122  8090537   834117  1081177  8090521   913210  1051211   835973
  9245106  1043751  8090509  1102067   897954   859191  1103105  1074754
  1014948  1070272  8090513  1137346  1123022  1119761   917816   999714
   871756  1101010   990797  1105488  1042544  1024306  1112238   861279
   831628   982469   902094   824758  1070497  1046545   854852  1127831
   952163   893018   832678   957736   966684   965766  6442594  1002771
  1085983  5591170  8090536   907631   883003   919423  8020001   989069
 12349795  1128240  1056509   952972  1020581 12301405  9836106  8090532
  6534480  5568489   949965   999858  1072523   848029 12811532   996028
   944534   823704 12301100 12810393]"
